(0.05000000074505806, -1.0004186630249023, 0.0, -0.00010937725164694712, -0.9999924302101135, 0.0, 8, 7164, 0, 2.804499864578247)
(0.10000000149011612, -0.9804006814956665, 0.0, -0.0004902143264189363, -0.9799895882606506, 0.0, 9, 8191, 0, 2.804499864578247)
(0.15000000596046448, -0.9603469371795654, 0.0, -0.0004802038019988686, -0.9599867463111877, 0.0, 9, 8191, 0, 2.804499864578247)
(0.20000000298023224, -0.9403252005577087, 0.0, -0.00047018032637424767, -0.9399838447570801, 0.0, 9, 8191, 0, 2.804499864578247)
(0.25, -0.9203064441680908, 0.0, -0.0004601713444571942, -0.9199810028076172, 0.0, 9, 8191, 0, 2.804499864578247)
(0.30000001192092896, -0.9002941846847534, 0.0, -0.0004501557850744575, -0.8999781608581543, 0.0, 9, 8191, 0, 2.804499864578247)
(0.3499999940395355, -0.8802739977836609, 0.0, -0.00044015044113621116, -0.8799753189086914, 0.0, 9, 8191, 0, 2.804499864578247)
(0.4000000059604645, -0.860313355922699, 0.0, -0.00043016282143071294, -0.8600224852561951, 0.0, 9, 8191, 0, 2.804499864578247)
(0.45000001788139343, -0.840285062789917, 0.0, -0.00042015931103378534, -0.8400196433067322, 0.0, 9, 8191, 0, 2.804499864578247)
(0.5, -0.8202934265136719, 0.0, -0.00041016103932633996, -0.8200168013572693, 0.0, 9, 8191, 0, 2.804499864578247)
(0.550000011920929, -0.8002785444259644, 0.0, -0.0004001492343377322, -0.8000139594078064, 0.0, 9, 8191, 0, 2.804499864578247)
(0.6000000238418579, -0.7802654504776001, 0.0, -0.0003901459276676178, -0.7800110578536987, 0.0, 9, 8191, 0, 2.804499864578247)
(0.6500000357627869, -0.760262131690979, 0.0, -0.0003801521670538932, -0.7600082159042358, 0.0, 9, 8191, 0, 2.804499864578247)
(0.699999988079071, -0.7402418851852417, 0.0, -0.0003701315727084875, -0.740005373954773, 0.0, 9, 8191, 0, 2.804499864578247)
(0.75, -0.7202248573303223, 0.0, -0.00036013239878229797, -0.7200025320053101, 0.0, 9, 8191, 0, 2.804499864578247)
(0.800000011920929, -0.7002170085906982, 0.0, -0.000350133515894413, -0.6999996900558472, 0.0, 9, 8191, 0, 2.804499864578247)
(0.8500000238418579, -0.6801919341087341, 0.0, -0.00034011356183327734, -0.6799968481063843, 0.0, 9, 8191, 0, 2.804999828338623)
(0.9000000357627869, -0.6601827144622803, 0.0, -0.0003301158722024411, -0.6599940061569214, 0.0, 9, 8191, 0, 2.804999828338623)
(0.949999988079071, -0.6401777863502502, 0.0, -0.00032011070288717747, -0.6399911642074585, 0.0, 9, 8191, 0, 2.804999828338623)
(1.0, -0.6201497316360474, 0.0, -0.00031010477687232196, -0.6199883222579956, 0.0, 9, 8191, 0, 2.804999828338623)
(1.0500000715255737, -0.6001508831977844, 0.0, -0.0003001002187374979, -0.5999854207038879, 0.0, 9, 8191, 0, 2.804999828338623)
(1.100000023841858, -0.5801576972007751, 0.0, -0.0002901086409110576, -0.579982578754425, 0.0, 9, 8191, 0, 2.804999828338623)
(1.149999976158142, -0.5601277947425842, 0.0, -0.00028009407105855644, -0.5599797368049622, 0.0, 9, 8191, 0, 2.804999828338623)
(1.2000000476837158, -0.54013592004776, 0.0, -0.000270098855253309, -0.5399768948554993, 0.0, 9, 8191, 0, 2.804999828338623)
(1.25, -0.5201724171638489, 0.0, -0.0002601120504550636, -0.5200240612030029, 0.0, 9, 8191, 0, 2.804999828338623)
(1.3000000715255737, -0.500175416469574, 0.0, -0.000250114913797006, -0.50002121925354, 0.0, 9, 8191, 0, 2.804999828338623)
(1.350000023841858, -0.48013836145401, 0.0, -0.00024011071946006268, -0.48001837730407715, 0.0, 9, 8191, 0, 2.804999828338623)
(1.399999976158142, -0.46014299988746643, 0.0, -0.00023010451695881784, -0.46001550555229187, 0.0, 9, 8191, 0, 2.804999828338623)
(1.4500000476837158, -0.440127432346344, 0.0, -0.00022009720851201564, -0.440012663602829, 0.0, 9, 8191, 0, 2.804999828338623)
(1.5, -0.42010536789894104, 0.0, -0.00021009729243814945, -0.4200098216533661, 0.0, 9, 8191, 0, 2.804999828338623)
